rgz_name,name,name:rs,name:it,name:hu,loc_name,name:etymology:wikidata
Ulica Angele Nider - Via Angela Nider,Ulica Angele Nider,,Via Angela Nider,,,
Ulica Angelinijeva - Via Angelini,Ulica Angelinijeva,,Via Angelini,,,
Ulica Angelo Ceccon - Via Angelo Ceccon,Ulica Angelo Ceccon,,Via Angelo Ceccon,,,
Ulica Ante Babića - Via Ante Babić,Ulica Ante Babića,,Via Ante Babić,,,
Ulica Ante Šonje - Via Ante Šonje,Ulica Ante Šonje,,Via Ante Šonje,,,
Ulica Ante Starčevića - Via Ante Starčević,Ulica Ante Starčevića,,Via Ante Starčević,,,
Ulica Ante Tentora - Via Ante Tentor,Ulica Ante Tentora,,Via Ante Tentor,,,
Ulica Antifašističkih boraca - Via Combattenti antifascisti,Ulica Antifašističkih boraca,,Via Combattenti antifascisti,,,
Ulica Antona Cerina - Via Anton Cerin,Ulica Antona Cerina,,Via Anton Cerin,,,
Ulica Antonia Gramscia - Via Antonio Gramsci,Ulica Antonia Gramscia,,Via Antonio Gramsci,,,
Ulica Antonia Smareglie - Via Antonio Smareglia,Ulica Antonia Smareglie,,Via Antonio Smareglia,,,
Ulica Antonija Bazzarinija - Via Antonio Bazzarini,Ulica Antonija Bazzarinija,,Via Antonio Bazzarini,,,
Ulica Antonija Bronzina - Via Antonio Bronzin,Ulica Antonija Bronzina,,Via Antonio Bronzin,,,
Ulica Antonija Coane - Via Antonio Coana,Ulica Antonija Coane,,Via Antonio Coana,,,
Ulica Antonio Pianella - Via Antonio Pianella,Ulica Antonio Pianella,,Via Antonio Pianella,,,
Ulica Antonio Smareglia - Via Antonio Smareglia,Ulica Antonio Smareglia,,Via Antonio Smareglia,,,
Ulica Augusta Ferrija - Via Augusto Ferri,Ulica Augusta Ferrija,,Via Augusto Ferri,,,
Ulica Augustina Vivode - Via Augustin Vivoda,Ulica Augustina Vivode,,Via Augustin Vivoda,,,
Ulica badema - Via dei Mandorli,Ulica badema,,Via dei Mandorli,,,
Ulica bagrema - Via delle Acacie,Ulica bagrema,,Via delle Acacie,,,
Ulica Baližerka - Via Barisella,Ulica Baližerka,,Via Barisella,,,
Ulica Bartolomea Biasoletta - Via Bartolomeo Biasoletto,Ulica Bartolomea Biasoletta,,Via Bartolomeo Biasoletto,,,
Ulica Bartolomea Dei Vitrei - Via Bartolomeo Dei Vitrei,Ulica Bartolomea Dei Vitrei,,Via Bartolomeo Dei Vitrei,,,
Ulica Bartolomeo Biasoletto - Via Bartolomeo Biasoletto,Ulica Bartolomeo Biasoletto,,Via Bartolomeo Biasoletto,,,
Ulica bataljuna Pino Budicin - Via del battaglione Pino Budicin,Ulica bataljuna Pino Budicin,,Via del battaglione Pino Budicin,,,
Ulica Batana - Via Batana,Ulica Batana,,Via Batana,,,
Ulica Begovica - Via Begovizza,Ulica Begovica,,Via Begovizza,,,
Ulica Belveder - Via Belveder,Ulica Belveder,,Via Belveder,,,
Ulica Belveder - Via Belvedere,Ulica Belveder,,Via Belvedere,,,
Ulica Belvedere - Via Belvedere,Ulica Belvedere,,Via Belvedere,,,
Ulica Benediktinske opatije - Via dell'abbazia Benedettina,Ulica Benediktinske opatije,,Via dell'abbazia Benedettina,,,
Ulica Bernarda Benussija - Via Bernardo Benussi,Ulica Bernarda Benussija,,Via Bernardo Benussi,,,
Ulica Biondi Domenico - Via Domenico Biondi,Ulica Biondi Domenico,,Via Domenico Biondi,,,
"Ulica Blok ""B"" - Via Blocco ""B""","Ulica Blok ""B""",,"Via Blocco ""B""",,,
"Ulica Blok ""C"" - Via Blocco ""C""","Ulica Blok ""C""",,"Via Blocco ""C""",,,
Ulica Bobići - Via Bobići,Ulica Bobići,,Via Bobići,,,
Ulica Bokokotorskog ustanka - Via della rivolta delle Bocche di Cattaro,Ulica Bokokotorskog ustanka,,Via della rivolta delle Bocche di Cattaro,,,
Ulica Boraca - Via dei Combattenti,Ulica Boraca,,Via dei Combattenti,,,
Ulica Borgo - Via Borgo,Ulica Borgo,,Via Borgo,,,
Ulica Borik - Via del Pineto,Ulica Borik,,Via del Pineto,,,
Ulica Bortola Varina - Via Bortolo Varin,Ulica Bortola Varina,,Via Bortolo Varin,,,
Ulica Bošket - Via Boschetto,Ulica Bošket,,Via Boschetto,,,
Ulica Bože Gumpca - Via Božo Gumbac,Ulica Bože Gumpca,,Via Božo Gumbac,,,
Ulica Bože Milanovića,Ulica Bože Milanovića,,Via Božo Milanović,,,Q12628246
Ulica Bože Milanovića - Via Božo Milanović,Ulica Bože Milanovića,,Via Božo Milanović,,,
Ulica Božidara Jakca - Via Božidar Jakac,Ulica Božidara Jakca,,Via Božidar Jakac,,,
Ulica braće Božić - Via fratelli Božić,Ulica braće Božić,,Via fratelli Božić,,,
Ulica braće Brajković - Via fratelli Brajković,Ulica braće Brajković,,Via fratelli Brajković,,,
Ulica braće Čeh - Via fratelli Čeh,Ulica braće Čeh,,Via fratelli Čeh,,,
Ulica braće Corva - Via fratelli Corva,Ulica braće Corva,,Via fratelli Corva,,,
Ulica Braće Ilić - Via Fratelli Ilić,Ulica Braće Ilić,,Via Fratelli Ilić,,,
Ulica braće Kocijančić - Via Fratelli Kocijančić,Ulica braće Kocijančić,,Via Fratelli Kocijančić,,,
Ulica braće Leonardelli - Via fratelli Leonardelli,Ulica braće Leonardelli,,Via fratelli Leonardelli,,,
Ulica braće Levak - Via fratelli Levak,Ulica braće Levak,,Via fratelli Levak,,,
Ulica Braće Millin - Via Fratelli Millin,Ulica Braće Millin,,Via Fratelli Millin,,,
Ulica braće Pesel - Via fratelli Pesel,Ulica braće Pesel,,Via fratelli Pesel,,,
Ulica Braida - Via Braida,Ulica Braida,,Via Braida,,,
Ulica Brajda - Via della Vigna,Ulica Brajda,,Via della Vigna,,,
Ulica brajde - Via Brajde,Ulica brajde,,Via Brajde,,,
Ulica Branka Fučića - Via Branko Fučić,Ulica Branka Fučića,,Via Branko Fučić,,,
Ulica Branka Marušića - Via Branko Marušić,Ulica Branka Marušića,,Via Branko Marušić,,,
Ulica Brist - Via degli Olmi,Ulica Brist,,Via degli Olmi,,,
Ulica brnistra - Via delle Ginestre,Ulica brnistra,,Via delle Ginestre,,,
Ulica Brolo - Via Brolo,Ulica Brolo,,Via Brolo,,,
Ulica Bruštoloni - Via Brustoloni,Ulica Bruštoloni,,Via Brustoloni,,,
Ulica Buraj - Via Burai,Ulica Buraj,,Via Burai,,,
Ulica Campolongo - Via Campolongo,Ulica Campolongo,,Via Campolongo,,,
Ulica Candida Travagina - Via Candido Travagin,Ulica Candida Travagina,,Via Candido Travagin,,,
Ulica Capelleri - Via Capelleri,Ulica Capelleri,,Via Capelleri,,,
Ulica Cara Emina - Via Viktor Car Emin,Ulica Cara Emina,,Via Viktor Car Emin,,,
Ulica Carla D'Ambrosia - Via Carlo D' Ambrosi,Ulica Carla D'Ambrosia,,Via Carlo D' Ambrosi,,,
Ulica Carlotte Grisi - Via Carlotta Grisi,Ulica Carlotte Grisi,,Via Carlotta Grisi,,,
Ulica Castel - Via Castel,Ulica Castel,,Via Castel,,,
Ulica Castello - Via Castello,Ulica Castello,,Via Castello,,,
Ulica Castropola - Via Castropola,Ulica Castropola,,Via Castropola,,,
Ulica Centener - Via Centener,Ulica Centener,,Via Centener,,,
Ulica Ćirilometodske družbe - Via della società Cirillo e Metodio,Ulica Ćirilometodske družbe,,Via della società Cirillo e Metodio,,,
Ulica Conceta - Via Conceta,Ulica Conceta,,Via Conceta,,,
Ulica Cornio - Via Cornio,Ulica Cornio,,Via Cornio,,,
Ulica Corto Bechera - Via Corto Bechera,Ulica Corto Bechera,,Via Corto Bechera,,,
Ulica crnika - Via dei Lecci,Ulica crnika,,Via dei Lecci,,,
Ulica Croazia - Via Croazia,Ulica Croazia,,Via Croazia,,,
Ulica Crosera - Via Crosera,Ulica Crosera,,Via Crosera,,,
Ulica Crvene uvale - Via Valle Rossa,Ulica Crvene uvale,,Via Valle Rossa,,,
Ulica Dajla - Via Dajla,Ulica Dajla,,Via Dajla,,,
Ulica Dantea Alighieria - Via Dante Alighieri,Ulica Dantea Alighieria,,Via Dante Alighieri,,,
Ulica Dantea Alighierija - Via Dante Alighieri,Ulica Dantea Alighierija,,Via Dante Alighieri,,,
Ulica delle Mede - Via delle Mede,Ulica delle Mede,,Via delle Mede,,,
Ulica Diferencija - Via delle differenze,Ulica Diferencija,,Via delle differenze,,,
Ulica Dolinka - Via Dolinka,Ulica Dolinka,,Via Dolinka,,,
Ulica Domenica Medelina - Via Domenico Medelin,Ulica Domenica Medelina,,Via Domenico Medelin,,,
Ulica Domenica Pergolisa - Via Domenico Pergolis,Ulica Domenica Pergolisa,,Via Domenico Pergolis,,,
Ulica Domenica Segalle - Via Domenico Segalla,Ulica Domenica Segalle,,Via Domenico Segalla,,,
Ulica Domenica Uccia Sciolisa - Via Domenico Uccio Sciolis,Ulica Domenica Uccia Sciolisa,,Via Domenico Uccio Sciolis,,,
Ulica Domenico Barnaba' - Via Domenico Barnaba',Ulica Domenico Barnaba',,Via Domenico Barnaba',,,
Ulica Domenico Cernecca - Via Domenico Cernecca,Ulica Domenico Cernecca,,Via Domenico Cernecca,,,
Ulica Domovinskih žrtava - Via dei caduti per la Patria,Ulica Domovinskih žrtava,,Via dei caduti per la Patria,,,
Ulica don Simonea Sfecicha - Via don Simone Sfecich,Ulica don Simonea Sfecicha,,Via don Simone Sfecich,,,
Ulica Don Valentina Cukarića - Via Don Valentin Cukarić,Ulica Don Valentina Cukarića,,Via Don Valentin Cukarić,,,
Ulica Drage Gervaisa - Via Drago Gervais,Ulica Drage Gervaisa,,Via Drago Gervais,,,
Ulica Dragonja - Via Dragogna,Ulica Dragonja,,Via Dragogna,,,
Ulica Drenovica - Via Cornial,Ulica Drenovica,,Via Cornial,,,
Ulica Dubrovačke bratovštine - Via della Confraternita ragusea,Ulica Dubrovačke bratovštine,,Via della Confraternita ragusea,,,
Ulica Dvori - Via Corte,Ulica Dvori,,Via Corte,,,
Ulica E. De Amicisa - Via E. de Amicis,Ulica Edmonda De Amicisa,,Via Edmondo de Amicis,,,
Ulica Edmonda De Amicisa - Via Edmondo De Amicis,Ulica Edmonda De Amicisa,,Via Edmondo De Amicis,,,
Ulica Edoarda Pascalija - Via Edoardo Pascali,Ulica Edoarda Pascalija,,Via Edoardo Pascali,,,
Ulica Egidija Bullessicha - Via Egidio Bullessich,Ulica Egidija Bullessicha,,Via Egidio Bullessich,,,
Ulica Enocha Zadra - Via Enoch Zadro,Ulica Enocha Zadra,,Via Enoch Zadro,,,
Ulica Epifanio - Via Epifanio,Ulica Epifanio,,Via Epifanio,,,
Ulica Epulo - Via Epulo,Ulica Epulo,,Via Epulo,,,
Ulica Ernesta Fumisa - Via Ernesto Fumis,Ulica Ernesta Fumisa,,Via Ernesto Fumis,,,
Ulica Ernesta Miloša - Via Ernest Miloš,Ulica Ernesta Miloša,,Via Ernest Miloš,,,
Ulica Ernesta Škrinjara - Via Ernesto Škrinjar,Ulica Ernesta Škrinjara,,Via Ernesto Škrinjar,,,
Ulica Eugena Kumičića - Via E. Kumičić,Ulica Eugena Kumičića,,Via Eugen Kumičić,,,
Ulica Eugena Kumičića - Via Eugen Kumičić,Ulica Eugena Kumičića,,Via Eugen Kumičić,,,
Ulica Fakinija - Via Fachinia,Ulica Fakinija,,Via Fachinia,,,
Ulica Fižela - Via Fisella,Ulica Fižela,,Via Fisella,,,
Ulica Flavia - Via Flavia,Ulica Flavia,,Via Flavia,,,
Ulica Fojba - Via della foiba,Ulica Fojba,,Via della foiba,,,
Ulica Fojbon - Via Foibon,Ulica Fojbon,,Via Foibon,,,
Ulica Fonde - Via Fonde,Ulica Fonde,,Via Fonde,,,
Ulica Fondole - Via Fondole,Ulica Fondole,,Via Fondole,,,
Ulica fontane Carara - Via fontana Carara,Ulica fontane Carara,,Via fontana Carara,,,
Ulica Fontika - Via dei Fontici,Ulica Fontika,,Via dei Fontici,,,
Ulica Forno Grande - Via Forno Grande,Ulica Forno Grande,,Via Forno Grande,,,
Ulica Fortin - Via Fortin,Ulica Fortin,,Via Fortin,,,
Ulica fra Pavla Pellizzera - Via fra Paolo Pellizzer,Ulica fra Pavla Pellizzera,,Via fra Paolo Pellizzer,,,
Ulica Francesca Papa - Via Francesco Papo,Ulica Francesca Papa,,Via Francesco Papo,,,
Ulica Francesca Sponge Uspera - Via Francesco Sponga Usper,Ulica Francesca Sponge Uspera,,Via Francesco Sponga Usper,,,
Ulica Franje Iskre - Via Franjo Iskra,Ulica Franje Iskre,,Via Franjo Iskra,,,
Ulica Franje Mošnja - Via Franjo Mošnja,Ulica Franje Mošnja,,Via Franjo Mošnja,,,
Ulica Gavardija - Via Gavardia,Ulica Gavardija,,Via Gavardia,,,
Ulica Giacoma Filippa Tommasinia - Via Giacomo Filippo Tommasini,Ulica Giacoma Filippa Tommasinia,,Via Giacomo Filippo Tommasini,,,
Ulica Gian Rinalda Carlija - Via Gian Rinaldo Carli,Ulica Gian Rinalda Carlija,,Via Gian Rinaldo Carli,,,
Ulica Gioacchina Favretta - Via Gioacchino Favretto,Ulica Gioacchina Favretta,,Via Gioacchino Favretto,,,
Ulica Giordana Dobrana - Via Giordano Dobran,Ulica Giordana Dobrana,,Via Giordano Dobran,,,
Ulica Giorgia Privileggia Pascia' - Via Giorgio Privileggio Pascia',Ulica Giorgia Privileggia Pascia',,Via Giorgio Privileggio Pascia',,,
Ulica Giosuea Carduccia - Via Giosuè Carducci,Ulica Giosuea Carduccia,,Via Giosuè Carducci,,,
Ulica Giovanni A. della Zonca - Via Giovanni A. della Zonca,Ulica Giovanni A. della Zonca,,Via Giovanni A. della Zonca,,,
Ulica Giovanni Petris - Via Giovanni Petris,Ulica Giovanni Petris,,Via Giovanni Petris,,,
Ulica Giovannia Moisea - Via Giovanni Moise,Ulica Giovannia Moisea,,Via Giovanni Moise,,,
Ulica Giovannija Battiste Barsana - Via Giovanni Battista Barsan,Ulica Giovannija Battiste Barsana,,Via Giovanni Battista Barsan,,,
Ulica Giovannija Dapiran - Via Giovanni Dapiran,Ulica Giovannija Dapiran,,Via Giovanni Dapiran,,,
Ulica Girolama Curta - Via Girolamo Curto,Ulica Girolama Curta,,Via Girolamo Curto,,,
Ulica Giulija Giorgerija - Via Giulio Giorgeri,Ulica Giulija Giorgerija,,Via Giulio Giorgeri,,,
Ulica Giuseppe Caprin,Ulica Giuseppe Caprin,,Via Giuseppe Caprin,,,Q3770239
Ulica Giuseppe Garibaldi - Via Giuseppe Garibaldi,Ulica Giuseppe Garibaldi,,Via Giuseppe Garibaldi,,,
Ulica Giuseppe Leonardelli - Via Giuseppe Leonardelli,Ulica Giuseppe Leonardelli,,Via Giuseppe Leonardelli,,,
Ulica Giuseppe Milovaz - Via Giuseppe Milovaz,Ulica Giuseppe Milovaz,,Via Giuseppe Milovaz,,,
Ulica Giuseppea Garibaldia - Via Giuseppe Garibaldi,Ulica Giuseppea Garibaldia,,Via Giuseppe Garibaldi,,,
Ulica Giuseppea Garibaldija - Via Giuseppe Garibaldi,Ulica Giuseppea Garibaldija,,Via Giuseppe Garibaldi,,,
Ulica Giuseppea Mazzinia - Via Giuseppe Mazzini,Ulica Giuseppea Mazzinia,,Via Giuseppe Mazzini,,,
Ulica Giuseppea Mazzinija - Via Giuseppe Mazzini,Ulica Giuseppea Mazzinija,,Via Giuseppe Mazzini,,,
Ulica Giuseppea Tartinija - Via Giuseppe Tartini,Ulica Giuseppea Tartinija,,Via Giuseppe Tartini,,,
Ulica Giuseppea Trombe - Via Giuseppe Tromba,Ulica Giuseppea Trombe,,Via Giuseppe Tromba,,,
Ulica Giuseppea Verdia - Via Giuseppe Verdi,Ulica Giuseppea Verdia,,Via Giuseppe Verdi,,,
Ulica Giuseppina Martinuzzi - Via Giuseppina Martinuzzi,Ulica Giuseppina Martinuzzi,,Via Giuseppina Martinuzzi,,,
Ulica Giuseppine Martinuzzi - Via Giuseppina Martinuzzi,Ulica Giuseppine Martinuzzi,,Via Giuseppina Martinuzzi,,,Q20526091
Ulica Glagoljaša - Via dei Glagoliti,Ulica Glagoljaša,,Via dei Glagoliti,,,
Ulica grada Camaiore - Via citta' di Camaiore,Ulica grada Camaiore,,Via citta' di Camaiore,,,
Ulica Grada Graza - Via Graz,Ulica Grada Graza,,Via Graz,,,
Ulica grada Leonberga - Via citta' di Leonberg,Ulica grada Leonberga,,Via citta' di Leonberg,,,
Ulica Gradina - Via dei Castellieri,Ulica Gradina,,Via dei Castellieri,,,
Ulica Gradine - Via del Casteliere,Ulica Gradine,,Via del Casteliere,,,
Ulica Gradska vrata - Via delle Porte,Ulica Gradska vrata,,Via delle Porte,,,
Ulica Gregovica - Via Grega,Ulica Gregovica,,Via Grega,,,
Ulica Gripole - Via Gripole,Ulica Gripole,,Via Gripole,,,
Ulica Grisa - Via Grisa,Ulica Grisa,,Via Grisa,,,
Ulica Grisia - Via Grisia,Ulica Grisia,,Via Grisia,,,
Ulica grofova Rigo - Via Conti Rigo,Ulica grofova Rigo,,Via Conti Rigo,,,
Ulica Grote - Via Grote,Ulica Grote,,Via Grote,,,
Ulica Grožnjanska - Via Grisignana,Ulica Grožnjanska,,Via Grisignana,,,
Ulica Guglielmo Marconi - Via Guglielmo Marconi,Ulica Guglielmo Marconi,,Via Guglielmo Marconi,,,
Ulica Hermana Dalmatina - Via Herman Dalmatin,Ulica Hermana Dalmatina,,Via Herman Dalmatin,,,
Ulica Horvata Kiša - Via Franjo Horvat Kiš,Ulica Horvata Kiša,,Via Franjo Horvat Kiš,,,
Ulica I. Matetića-Ronjgova - Via I. Matetić-Ronjgov,Ulica I. Matetića-Ronjgova,,Via I. Matetić-Ronjgov,,,
Ulica Ilirija - Via Illiria,Ulica Ilirija,,Via Illiria,,,
Ulica Istarska - Via dell'Istria,Ulica Istarska,,Via dell'Istria,,,
Ulica istarskih boraca - Via dei Combattenti Istriani,Ulica istarskih boraca,,Via dei Combattenti Istriani,,,
Ulica istarskog razvoda,Ulica istarskog razvoda,,,,,
Ulica Istarskog razvoda - Via Atto di confinazione istriana,Ulica Istarskog razvoda,,Via Atto di confinazione istriana,,,
Ulica Istarskog razvoda - Via dell'Atto delle confinazioni istriane,Ulica Istarskog razvoda,,Via dell'Atto delle confinazioni istriane,,,
Ulica Ivana Gundulića - Via Ivan Gundulić,Ulica Ivana Gundulića,,Via Ivan Gundulić,,,
Ulica Ivana Matetića Ronjgova - Via Ivan Matetić Ronjgov,Ulica Ivana Matetića Ronjgova,,Via Ivan Matetić Ronjgov,,,
Ulica Ivana Matetića Ronjgova - Via Ivana Matetić Ronjgov,Ulica Ivana Matetića Ronjgova,,Via Ivana Matetić Ronjgov,,,
Ulica Ivana Mažuranića - Via Ivan Mažuranić,Ulica Ivana Mažuranića,,Via Ivan Mažuranić,,,
Ulica Ivana Zajca - Via Ivan Zajc,Ulica Ivana Zajca,,Via Ivan Zajc,,,
Ulica Ivane Brlić-Mažuranić - Via Ivana Brlić-Mažuranić,Ulica Ivane Brlić-Mažuranić,,Via Ivana Brlić-Mažuranić,,,Q254383
Ulica Ivane Lang - Via Ivana Lang,Ulica Ivane Lang,,Via Ivana Lang,,,
Ulica Ive Lole Ribara - Via Ivo Lola Ribar,Ulica Ive Lole Ribara,,Via Ivo Lola Ribar,,,Q1265884
Ulica Jakova Puljanina - Via Jacopo Da Pola,Ulica Jakova Puljanina,,Via Jacopo Da Pola,,,
Ulica Jakova Volčića - Via Jakov Volčić,Ulica Jakova Volčića,,Via Jakov Volčić,,,
Ulica jasena - Via dei Frassini,Ulica jasena,,Via dei Frassini,,,
Ulica Jasne Crnobori - Via Jasna Crnobori,Ulica Jasne Crnobori,,Via Jasna Crnobori,,,
Ulica Joakima Rakovca - Via Joakim Rakovac,Ulica Joakima Rakovca,,Via Joakim Rakovac,,,
Ulica Johana Weikharda Valvasora - Via Johan W. Valvasor,Ulica Johana Weikharda Valvasora,,Via Johan W. Valvasor,,,Q551267
Ulica Josipa Broza Tita - Via Josip Broz Tito,Ulica Josipa Broza Tita,,Via Josip Broz Tito,,,
Ulica Josipa Fola - Via Josip Folo,Ulica Josipa Fola,,Via Josip Folo,,,
Ulica Josipa Tankovića - Via Josip Tanković,Ulica Josipa Tankovića,,Via Josip Tanković,,,
Ulica Josipa Voltića - Via Giuseppe Voltiggi,Ulica Josipa Voltića,,Via Giuseppe Voltiggi,,,
Ulica Jurina i Franina - Via Jurina i Franina,Ulica Jurina i Franina,,Via Jurina i Franina,,,
Ulica Jurja Dobrile - Via Juraj Dobrila,Ulica Jurja Dobrile,,Via Juraj Dobrila,,,
Ulica Jurja Žakna - Via Jurij Diacono,Ulica Jurja Žakna,,Via Jurij Diacono,,,
Ulica k lokvi - Via al Pozzo,Ulica k lokvi,,Via al Pozzo,,,
Ulica k moru - Via al Mare,Ulica k moru,,Via al Mare,,,
Ulica ka dvorcu - Via dell castello,Ulica ka dvorcu,,Via dell castello,,,
Ulica Kačića Miošića - Via Andrija Kačić Miošić,Ulica Kačića Miošića,,Via Andrija Kačić Miošić,,,
Ulica Kalpurnija Pizona - Via Lucio Calpurnio Piso,Ulica Kalpurnija Pizona,,Via Lucio Calpurnio Piso,,,
Ulica Kamelija - Via Camelia,Ulica Kamelija,,Via Camelia,,,
Ulica Kamenjak - Via Kamenjak,Ulica Kamenjak,,Via Kamenjak,,,
Ulica Karmelo - Via Carmelo,Ulica Karmelo,,Via Carmelo,,,
Ulica Karšiole - Via Carsiole,Ulica Karšiole,,Via Carsiole,,,
Ulica Kašćuni - Via Castion,Ulica Kašćuni,,Via Castion,,,
Ulica Kastanija - Via Castania,Ulica Kastanija,,Via Castania,,,
Ulica Kaštanjer - Via Castagner,Ulica Kaštanjer,,Via Castagner,,,
Ulica Kaštel - Via Castel,Ulica Kaštel,,Via Castel,,,
Ulica Katalinića Jeretova - Via Rikard Katalinić Jeretov,Ulica Katalinića Jeretova,,Via Rikard Katalinić Jeretov,,,
Ulica Katarine Kliman - Via Katarina Kliman,Ulica Katarine Kliman,,Via Katarina Kliman,,,
Ulica Kažuni - Via delle Casite,Ulica Kažuni,,Via delle Casite,,,
Ulica Klija - Via Clia,Ulica Klija,,Via Clia,,,
Ulica kod bunara - Via al Pozzo,Ulica kod bunara,,Via al Pozzo,,,
Ulica Koleži - Via Koleži,Ulica Koleži,,Via Koleži,,,
Ulica Komunal - Via Comunal,Ulica Komunal,,Via Comunal,,,
Ulica Komunela - Via Comunella,Ulica Komunela,,Via Comunella,,,
Ulica Kozada - Via Cosada,Ulica Kozada,,Via Cosada,,,
Ulica kresinskih žrtava - Via dei martiri di Kresini,Ulica kresinskih žrtava,,Via dei martiri di Kresini,,,
Ulica kroz vrtove - Via fra gli Orti,Ulica kroz vrtove,,Via fra gli Orti,,,
Ulica Kula sv. Martina - Via Torre San Martino,Ulica Kula sv. Martina,,Via Torre San Martino,,,
Ulica Kule - Via delle Torri,Ulica Kule,,Via delle Torri,,,
Ulica Kuntrada - Via Contrada,Ulica Kuntrada,,Via Contrada,,,
Ulica Kvart mimoza - via Rione mimosa,Ulica Kvart mimoza,,via Rione mimosa,,,
Ulica La romana - Via La romana,Ulica La romana,,Via La romana,,,
Ulica Labinske republike - Via della Repubblica di Albona,Ulica Labinske republike,,Via della Repubblica di Albona,,,
Ulica Labinske Republike - Via della Repubblica di Albona,Ulica Labinske Republike,,Via della Repubblica di Albona,,,
Ulica Laco de Fraghena - Via Laco de Fraghena,Ulica Laco de Fraghena,,Via Laco de Fraghena,,,
Ulica Lacosercio - Via Lacosercio,Ulica Lacosercio,,Via Lacosercio,,,
Ulica ladonja - Via dei Lodogni,Ulica ladonja,,Via dei Lodogni,,,
Ulica Laguna - Via Laguna,Ulica Laguna,,Via Laguna,,,
Ulica Lako - Via Laco,Ulica Lako,,Via Laco,,,
Ulica Lakvere - Via Laquere,Ulica Lakvere,,Via Laquere,,,
Ulica Lamanova - Via Lamanova,Ulica Lamanova,,Via Lamanova,,,
Ulica Lantus - Via Lantus,Ulica Lantus,,Via Lantus,,,
Ulica Laste - Via Laste,Ulica Laste,,Via Laste,,,
Ulica Laure Antonelli - Via Laura Antonelli,Ulica Laure Antonelli,,Via Laura Antonelli,,,
Ulica Lavanda - Via Lavanda,Ulica Lavanda,,Via Lavanda,,,
Ulica Le Mura I - Via Le Mura I,Ulica Le Mura I,,Via Le Mura I,,,
Ulica Le Mura II - Via Le Mura II,Ulica Le Mura II,,Via Le Mura II,,,
Ulica Le Mura III - Via Le Mura III,Ulica Le Mura III,,Via Le Mura III,,,
Ulica Le Mura IV - Via Le Mura IV,Ulica Le Mura IV,,Via Le Mura IV,,,
Ulica Ledine - Via Ledine,Ulica Ledine,,Via Ledine,,,
Ulica Libera Brajka - Via Libero Brajko,Ulica Libera Brajka,,Via Libero Brajko,,,
Ulica Limido dele Roje - Via Limido dele Roje,Ulica Limido dele Roje,,Via Limido dele Roje,,,
Ulica Lina Marianija - Via Lino Mariani,Ulica Lina Marianija,,Via Lino Mariani,,,
Ulica Line Galli - Via Lina Galli,Ulica Line Galli,,Via Lina Galli,,,
Ulica Livada - Via del Pra',Ulica Livada,,Via del Pra',,,
Ulica Ližnjamoro - Via Lisgnamoro,Ulica Ližnjamoro,,Via Lisgnamoro,,,
Ulica Ljudevita Gaja - Via Ljudevit Gaj,Ulica Ljudevita Gaja,,Via Ljudevit Gaj,,,
Ulica Ljudevita Posavskog - Via Ljudevit Posavski,Ulica Ljudevita Posavskog,,Via Ljudevit Posavski,,,
Ulica Lodovica Brunettija - Via Lodovico Brunetti,Ulica Lodovica Brunettija,,Via Lodovico Brunetti,,,
Ulica Lokoduz - Via Lokoduz,Ulica Lokoduz,,Via Lokoduz,,,
Ulica Lorenza i Antonija del Vescovo - Via Lorenzo e Antonio del Vescovo,Ulica Lorenza i Antonija del Vescovo,,Via Lorenzo e Antonio del Vescovo,,,
Ulica Lovežica - Via Lovezizza,Ulica Lovežica,,Via Lovezizza,,,
Ulica lovora - Via dei Lauri,Ulica lovora,,Via dei Lauri,,,
Ulica Luigija Montija - Via Luigi Monti,Ulica Luigija Montija,,Via Luigi Monti,,,
Ulica Luje Adamovića - Via Lujo Adamović,Ulica Luje Adamovića,,Via Lujo Adamović,,,
Ulica Lumel - Via Lumel,Ulica Lumel,,Via Lumel,,,
Ulica Lungera - Via Longhera,Ulica Lungera,,Via Longhera,,,
Ulica Magri - Via Magri,Ulica Magri,,Via Magri,,,
Ulica Majoli - Via Maioli,Ulica Majoli,,Via Maioli,,,
Ulica Maksima Gorkog - Via Maksim Gorki,Ulica Maksima Gorkog,,Via Maksim Gorki,,,
Ulica Mala vala - Via Valle piccola,Ulica Mala vala,,Via Valle piccola,,,
Ulica Male gospe - Via Madonnina,Ulica Male gospe,,Via Madonnina,,,
Ulica Mandrač - Via Mandracchio,Ulica Mandrač,,Via Mandracchio,,,
Ulica Marana - Via Marana,Ulica Marana,,Via Marana,,,
Ulica Marca della Pietra - Via Marco della Pietra,Ulica Marca della Pietra,,Via Marco della Pietra,,,
Ulica Marca Garbina - Via Marco Garbin,Ulica Marca Garbina,,Via Marco Garbin,,,
Ulica Marija i Guida Poropata - Via Mario e Guido Poropat,Ulica Marija i Guida Poropata,,Via Mario e Guido Poropat,,,
Ulica Marije Crnobori - Via Marija Crnobori,Ulica Marije Crnobori,,Via Marija Crnobori,,,Q11138528
Ulica Marije i Line - Via Maria e Lina,Ulica Marije i Line,,Via Maria e Lina,,,
Ulica Marije Jurić Zagorke - Via Marija Jurić Zagorka,Ulica Marije Jurić Zagorke,,Via Marija Jurić Zagorka,,,Q291016
Ulica Marije Poliak - Via Maria Poliak,Ulica Marije Poliak,,Via Maria Poliak,,,
